mode,priority,category,d,ranked,winner,winnerName,cls,btk,damage,mechTtk,triggerTtk,beamIndex,buildPoints,exhaustive
"RS-UNARM","balanced","Carbine",31,9,"m277","M277","Carbine",4,26.05,250,294,"2.434",100,true
"RS-UNARM","balanced","Carbine",35,9,"m277","M277","Carbine",4,26.05,250,300,"2.489",100,true
"RS-UNARM","balanced","Carbine",36,9,"m277","M277","Carbine",4,26.05,250,302,"2.503",100,true
"RS-UNARM","balanced","Carbine",37,9,"m277","M277","Carbine",4,26.05,250,303,"2.517",100,true
"RS-UNARM","balanced","Carbine",40,9,"m277","M277","Carbine",4,26.05,250,308,"2.558",100,true
"RS-UNARM","balanced","Carbine",50,9,"m277","M277","Carbine",4,26.05,250,324,"2.696",100,true
"RS-UNARM","balanced","Carbine",54,9,"ak205","AK-205","Carbine",7,14.62,500,584,"0.807",100,true
"RS-UNARM","balanced","Carbine",60,9,"ak205","AK-205","Carbine",7,14.62,500,594,"0.831",100,true
"RS-UNARM","balanced","Carbine",75,9,"ak205","AK-205","Carbine",7,14.62,500,621,"0.891",100,true
"RS-UNARM","balanced","Carbine",76,9,"ak205","AK-205","Carbine",8,12.76,583,706,"0.895",100,true
"RS-UNARM","balanced","Carbine",83,9,"ak205","AK-205","Carbine",8,12.76,583,719,"0.923",100,true
"RS-UNARM","balanced","Carbine",90,9,"ak205","AK-205","Carbine",8,12.76,583,732,"0.951",100,true
"RS-UNARM","balanced","Carbine",100,9,"ak205","AK-205","Carbine",8,12.76,583,752,"0.991",100,true
"RS-UNARM","balanced","Carbine",120,9,"ak205","AK-205","Carbine",8,12.76,583,794,"1.071",100,true
"RS-UNARM","balanced","Carbine",133,9,"ak205","AK-205","Carbine",8,12.76,583,822,"1.071",100,true
"RS-UNARM","balanced","Carbine",150,9,"ak205","AK-205","Carbine",8,12.76,583,862,"1.071",100,true
"RS-UNARM","balanced","Carbine",200,9,"ak205","AK-205","Carbine",8,12.76,583,992,"1.071",100,true
"RS-UNARM","balanced","Carbine",250,9,"ak205","AK-205","Carbine",8,12.76,583,1148,"1.071",100,true
"RS-UNARM","balanced","Carbine",300,9,"ak205","AK-205","Carbine",8,12.76,583,1333,"1.071",100,true
"RS-UNARM","balanced","SMG",1,10,"sl9","SL9","SMG",4,26.05,267,269,"0.656",90,true
"RS-UNARM","balanced","SMG",5,10,"sl9","SL9","SMG",4,26.05,267,275,"0.673",90,true
"RS-UNARM","balanced","SMG",9,10,"sl9","SL9","SMG",4,26.05,267,282,"0.690",90,true
"RS-UNARM","balanced","SMG",10,10,"sl9","SL9","SMG",5,20.67,356,373,"0.694",90,true
"RS-UNARM","balanced","SMG",15,10,"sl9","SL9","SMG",5,20.67,356,381,"0.715",90,true
"RS-UNARM","balanced","SMG",20,10,"sl9","SL9","SMG",5,20.67,356,390,"0.737",95,true
"RS-UNARM","balanced","SMG",21,10,"sl9","SL9","SMG",5,20.67,356,392,"0.741",95,true
"RS-UNARM","balanced","SMG",25,10,"pw7a2","PW7A2","SMG",7,14.62,380,425,"0.880",100,true
"RS-UNARM","balanced","SMG",30,10,"pw7a2","PW7A2","SMG",7,14.62,380,435,"0.903",100,true
"RS-UNARM","balanced","SMG",31,10,"pw7a2","PW7A2","SMG",7,14.62,380,437,"0.908",100,true
"RS-UNARM","balanced","SMG",35,10,"pw7a2","PW7A2","SMG",7,14.62,380,445,"0.927",100,true
"RS-UNARM","balanced","SMG",36,10,"pw7a2","PW7A2","SMG",7,14.62,380,447,"0.932",100,true
"RS-UNARM","balanced","SMG",37,10,"pw7a2","PW7A2","SMG",7,14.62,380,449,"0.937",100,true
"RS-UNARM","balanced","SMG",40,10,"pw7a2","PW7A2","SMG",7,14.62,380,455,"0.951",100,true
"RS-UNARM","balanced","SMG",50,10,"pw7a2","PW7A2","SMG",7,14.62,380,475,"0.999",100,true
"RS-UNARM","balanced","SMG",54,10,"pw7a2","PW7A2","SMG",7,14.62,380,483,"1.019",100,true
"RS-UNARM","balanced","SMG",60,10,"pw7a2","PW7A2","SMG",7,14.62,380,496,"1.047",100,true
"RS-UNARM","balanced","SMG",75,10,"pw7a2","PW7A2","SMG",7,14.62,380,529,"1.119",100,true
"RS-UNARM","balanced","SMG",76,10,"pw7a2","PW7A2","SMG",8,12.76,443,594,"1.124",100,true
"RS-UNARM","balanced","SMG",83,10,"pw7a2","PW7A2","SMG",8,12.76,443,610,"1.158",100,true
"RS-UNARM","balanced","SMG",90,10,"pw7a2","PW7A2","SMG",8,12.76,443,627,"1.191",100,true
"RS-UNARM","balanced","SMG",100,10,"pw7a2","PW7A2","SMG",8,12.76,443,651,"1.239",100,true
"RS-UNARM","balanced","SMG",120,10,"pw7a2","PW7A2","SMG",8,12.76,443,702,"1.335",100,true
"RS-UNARM","balanced","SMG",133,10,"pw7a2","PW7A2","SMG",8,12.76,443,737,"1.335",100,true
"RS-UNARM","balanced","SMG",150,10,"pw7a2","PW7A2","SMG",8,12.76,443,785,"1.335",100,true
"RS-UNARM","balanced","SMG",200,10,"pw7a2","PW7A2","SMG",8,12.76,443,946,"1.335",100,true
"RS-UNARM","balanced","SMG",250,10,"pw7a2","PW7A2","SMG",8,12.76,443,1137,"1.335",100,true
"RS-UNARM","balanced","SMG",300,10,"sl9","SL9","SMG",8,12.76,622,1496,"1.162",100,true
"RS-UNARM","balanced","LMG",1,10,"rpkm","RPKM","LMG",3,35.22,217,218,"0.813",100,true
"RS-UNARM","balanced","LMG",5,10,"rpkm","RPKM","LMG",3,35.22,217,223,"0.832",100,true
"RS-UNARM","balanced","LMG",9,10,"rpkm","RPKM","LMG",3,35.22,217,229,"0.851",100,true
"RS-UNARM","balanced","LMG",10,10,"m123k","M123K","LMG",4,26.05,217,230,"1.805",90,true
"RS-UNARM","balanced","LMG",15,10,"m123k","M123K","LMG",4,26.05,217,237,"1.868",90,true
"RS-UNARM","balanced","LMG",20,10,"m123k","M123K","LMG",4,26.05,217,243,"1.932",95,true
"RS-UNARM","balanced","LMG",21,10,"m123k","M123K","LMG",4,26.05,217,245,"1.944",95,true
"RS-UNARM","balanced","LMG",25,10,"l110","L110","LMG",5,20.67,333,361,"1.242",100,true
"RS-UNARM","balanced","LMG",30,10,"l110","L110","LMG",5,20.67,333,367,"1.278",100,true
"RS-UNARM","balanced","LMG",31,10,"l110","L110","LMG",5,20.67,333,368,"1.286",100,true
"RS-UNARM","balanced","LMG",35,10,"l110","L110","LMG",5,20.67,333,373,"1.315",100,true
"RS-UNARM","balanced","LMG",36,10,"l110","L110","LMG",5,20.67,333,374,"1.322",100,true
"RS-UNARM","balanced","LMG",37,10,"l110","L110","LMG",5,20.67,333,376,"1.330",100,true
"RS-UNARM","balanced","LMG",40,10,"l110","L110","LMG",5,20.67,333,379,"1.352",100,true
"RS-UNARM","balanced","LMG",50,10,"l110","L110","LMG",5,20.67,333,392,"1.425",100,true
"RS-UNARM","balanced","LMG",54,10,"rpk74m","RPK-74M","LMG",6,17.13,438,497,"0.859",100,true
"RS-UNARM","balanced","LMG",60,10,"rpk74m","RPK-74M","LMG",6,17.13,438,504,"0.884",100,true
"RS-UNARM","balanced","LMG",75,10,"rpk74m","RPK-74M","LMG",6,17.13,438,523,"0.947",100,true
"RS-UNARM","balanced","LMG",76,10,"rpk74m","RPK-74M","LMG",7,14.62,525,611,"0.952",100,true
"RS-UNARM","balanced","LMG",83,10,"rpk74m","RPK-74M","LMG",7,14.62,525,620,"0.981",100,true
"RS-UNARM","balanced","LMG",90,10,"rpk74m","RPK-74M","LMG",7,14.62,525,630,"1.011",100,true
"RS-UNARM","balanced","LMG",100,10,"rpk74m","RPK-74M","LMG",7,14.62,525,644,"1.053",100,true
"RS-UNARM","balanced","LMG",120,10,"rpk74m","RPK-74M","LMG",7,14.62,525,673,"1.137",100,true
"RS-UNARM","balanced","LMG",133,10,"rpk74m","RPK-74M","LMG",7,14.62,525,693,"1.137",100,true
"RS-UNARM","balanced","LMG",150,10,"m250","M250","LMG",4,26.05,267,485,"2.833",95,true
"RS-UNARM","balanced","LMG",200,10,"l110","L110","LMG",6,17.13,417,730,"1.937",95,true
"RS-UNARM","balanced","LMG",250,10,"l110","L110","LMG",6,17.13,417,849,"1.937",95,true
"RS-UNARM","balanced","LMG",300,10,"l110","L110","LMG",6,17.13,417,991,"1.937",95,true
"RS-UNARM","balanced","DMR",1,6,"vssm","VSSM","DMR",3,35.22,150,153,"1.538",100,true
"RS-UNARM","balanced","DMR",5,6,"vssm","VSSM","DMR",3,35.22,150,167,"1.571",100,true
"RS-UNARM","balanced","DMR",9,6,"vssm","VSSM","DMR",3,35.22,150,180,"1.605",100,true
"RS-UNARM","balanced","DMR",10,6,"vssm","VSSM","DMR",4,27.48,225,258,"1.613",100,true
"RS-UNARM","balanced","DMR",15,6,"vssm","VSSM","DMR",4,27.48,225,275,"1.655",100,true
"RS-UNARM","balanced","DMR",20,6,"lmr27","LMR27","DMR",4,29.4,400,426,"1.055",100,true
"RS-UNARM","balanced","DMR",21,6,"lmr27","LMR27","DMR",4,29.4,400,427,"1.060",100,true
"RS-UNARM","balanced","DMR",25,6,"lmr27","LMR27","DMR",4,27.5,400,433,"1.079",100,true
"RS-UNARM","balanced","DMR",30,6,"lmr27","LMR27","DMR",4,27.5,400,440,"1.103",100,true
"RS-UNARM","balanced","DMR",31,6,"lmr27","LMR27","DMR",4,27.5,400,441,"1.108",100,true
"RS-UNARM","balanced","DMR",35,6,"lmr27","LMR27","DMR",4,27.5,400,447,"1.127",100,true
"RS-UNARM","balanced","DMR",36,6,"lmr27","LMR27","DMR",4,27.5,400,448,"1.132",100,true
"RS-UNARM","balanced","DMR",37,6,"lmr27","LMR27","DMR",4,27.5,400,449,"1.137",100,true
"RS-UNARM","balanced","DMR",40,6,"lmr27","LMR27","DMR",4,27.5,400,454,"1.152",100,true
"RS-UNARM","balanced","DMR",50,6,"lmr27","LMR27","DMR",4,27.5,400,468,"1.200",100,true
"RS-UNARM","balanced","DMR",54,6,"lmr27","LMR27","DMR",4,27.5,400,474,"1.219",100,true
"RS-UNARM","balanced","DMR",60,6,"lmr27","LMR27","DMR",4,27.5,400,483,"1.248",100,true
"RS-UNARM","balanced","DMR",75,6,"lmr27","LMR27","DMR",4,27.5,400,507,"1.320",100,true
"RS-UNARM","balanced","DMR",76,6,"lmr27","LMR27","DMR",4,26.2,400,487,"1.401",100,true
"RS-UNARM","balanced","DMR",83,6,"lmr27","LMR27","DMR",4,26.2,400,496,"1.439",100,true
"RS-UNARM","balanced","DMR",90,6,"lmr27","LMR27","DMR",4,26.2,400,506,"1.477",100,true
"RS-UNARM","balanced","DMR",100,6,"lmr27","LMR27","DMR",4,26.2,400,520,"1.530",100,true
"RS-UNARM","balanced","DMR",120,6,"lmr27","LMR27","DMR",4,26.2,400,549,"1.638",100,true
"RS-UNARM","balanced","DMR",133,6,"lmr27","LMR27","DMR",4,26.2,400,569,"1.638",100,true
"RS-UNARM","balanced","DMR",150,6,"lmr27","LMR27","DMR",4,26.2,400,575,"1.709",100,true
"RS-UNARM","balanced","DMR",200,6,"lmr27","LMR27","DMR",4,26.2,400,646,"1.709",100,true
"RS-UNARM","balanced","DMR",250,6,"lmr27","LMR27","DMR",4,26.2,400,724,"1.709",100,true
"RS-UNARM","balanced","DMR",300,6,"lmr27","LMR27","DMR",4,26.2,400,811,"1.709",100,true
"RS-UNARM","balanced","Sniper Rifle",1,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1277,"1.092",90,true
"RS-UNARM","balanced","Sniper Rifle",5,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1283,"1.108",90,true
"RS-UNARM","balanced","Sniper Rifle",9,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1288,"1.124",90,true
"RS-UNARM","balanced","Sniper Rifle",10,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1289,"1.127",90,true
"RS-UNARM","balanced","Sniper Rifle",15,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1296,"1.147",90,true
"RS-UNARM","balanced","Sniper Rifle",20,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1303,"1.167",95,true
"RS-UNARM","balanced","Sniper Rifle",21,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1305,"1.171",95,true
"RS-UNARM","balanced","Sniper Rifle",25,5,"miniscout","Mini Scout","Sniper Rifle",2,61.7037,1276,1310,"1.187",95,true
"RS-UNARM","balanced","Sniper Rifle",30,5,"miniscout","Mini Scout","Sniper Rifle",2,61.3333,1276,1318,"1.207",95,true
"RS-UNARM","balanced","Sniper Rifle",31,5,"miniscout","Mini Scout","Sniper Rifle",2,61.2593,1276,1319,"1.211",95,true
"RS-UNARM","balanced","Sniper Rifle",35,5,"miniscout","Mini Scout","Sniper Rifle",2,60.963,1276,1325,"1.226",95,true
"RS-UNARM","balanced","Sniper Rifle",36,5,"miniscout","Mini Scout","Sniper Rifle",2,60.8889,1276,1326,"1.230",100,true
"RS-UNARM","balanced","Sniper Rifle",37,5,"miniscout","Mini Scout","Sniper Rifle",2,60.8148,1276,1328,"1.234",100,true
"RS-UNARM","balanced","Sniper Rifle",40,5,"miniscout","Mini Scout","Sniper Rifle",2,60.5926,1276,1332,"1.246",100,true
"RS-UNARM","balanced","Sniper Rifle",50,5,"miniscout","Mini Scout","Sniper Rifle",2,59.8519,1276,1348,"1.286",100,true
"RS-UNARM","balanced","Sniper Rifle",54,5,"sv98","SV-98","Sniper Rifle",1,100,0,70,"1.825",90,true
"RS-UNARM","balanced","Sniper Rifle",60,5,"sv98","SV-98","Sniper Rifle",1,100,0,79,"1.861",90,true
"RS-UNARM","balanced","Sniper Rifle",75,5,"sv98","SV-98","Sniper Rifle",1,100,0,95,"2.063",90,true
"RS-UNARM","balanced","Sniper Rifle",76,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,86,"2.449",100,true
"RS-UNARM","balanced","Sniper Rifle",83,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,95,"2.500",100,true
"RS-UNARM","balanced","Sniper Rifle",90,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,104,"2.550",100,true
"RS-UNARM","balanced","Sniper Rifle",100,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,117,"2.622",100,true
"RS-UNARM","balanced","Sniper Rifle",120,5,"l115","L115A3","Sniper Rifle",1,100,0,163,"3.199",95,true
"RS-UNARM","balanced","Sniper Rifle",133,5,"l115","L115A3","Sniper Rifle",1,100,0,184,"3.199",95,true
"RS-UNARM","balanced","Sniper Rifle",150,5,"miniscout","Mini Scout","Sniper Rifle",2,58,1276,1536,"1.563",85,true
"RS-UNARM","balanced","Sniper Rifle",200,5,"miniscout","Mini Scout","Sniper Rifle",2,58,1276,1581,"1.653",95,true
"RS-UNARM","balanced","Sniper Rifle",250,5,"miniscout","Mini Scout","Sniper Rifle",2,58,1276,1617,"1.744",95,true
"RS-UNARM","balanced","Sniper Rifle",300,5,"miniscout","Mini Scout","Sniper Rifle",2,58,1276,1709,"1.744",95,true
"RS-UNARM","balanced","Shotgun",1,4,"m1014","M1014","Shotgun",1,115.2,0,2,"2.561",80,true
"RS-UNARM","balanced","Shotgun",5,4,"m1014","M1014","Shotgun",1,115.2,0,10,"2.605",80,true
"RS-UNARM","balanced","Shotgun",9,4,"m1014","M1014","Shotgun",1,100,0,18,"2.648",100,true
"RS-UNARM","balanced","Shotgun",10,4,"m87a1","M87A1","Shotgun",1,115.2,0,20,"3.691",80,true
"RS-UNARM","balanced","Shotgun",15,4,"m87a1","M87A1","Shotgun",1,115.2,0,31,"3.761",80,true
"RS-UNARM","balanced","Shotgun",20,4,"db12","DB-12","Shotgun",2,52.8,167,208,"3.079",85,true
"RS-UNARM","balanced","Shotgun",21,4,"db12","DB-12","Shotgun",2,52.8,167,211,"3.091",85,true
"RS-UNARM","balanced","Shotgun",25,4,"m1014","M1014","Shotgun",2,50,300,352,"2.874",95,true
"RS-UNARM","balanced","Shotgun",30,4,"185ksk","18.5KS-K","Shotgun",3,42.9,400,463,"2.067",100,true
"RS-UNARM","balanced","Shotgun",31,4,"185ksk","18.5KS-K","Shotgun",3,42.9,400,465,"2.075",100,true
"RS-UNARM","balanced","Shotgun",35,4,"185ksk","18.5KS-K","Shotgun",3,42.9,400,474,"2.109",100,true
"RS-UNARM","balanced","Shotgun",36,4,"185ksk","18.5KS-K","Shotgun",3,42.9,400,477,"2.230",100,true
"RS-UNARM","balanced","Shotgun",37,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,479,"2.239",100,true
"RS-UNARM","balanced","Shotgun",40,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,486,"2.265",100,true
"RS-UNARM","balanced","Shotgun",50,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,509,"2.354",100,true
"RS-UNARM","balanced","Shotgun",54,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,519,"2.390",100,true
"RS-UNARM","balanced","Shotgun",60,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,534,"2.444",100,true
"RS-UNARM","balanced","Shotgun",75,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,572,"2.577",100,true
"RS-UNARM","balanced","Shotgun",76,4,"185ksk","18.5KS-K","Shotgun",4,32,600,774,"2.261",100,true
"RS-UNARM","balanced","Shotgun",83,4,"185ksk","18.5KS-K","Shotgun",4,32,600,793,"2.315",100,true
"RS-UNARM","balanced","Shotgun",90,4,"185ksk","18.5KS-K","Shotgun",4,32,600,812,"2.368",100,true
"RS-UNARM","balanced","Shotgun",100,4,"185ksk","18.5KS-K","Shotgun",4,32,600,839,"2.445",100,true
"RS-UNARM","balanced","Shotgun",120,4,"185ksk","18.5KS-K","Shotgun",4,32,600,898,"2.599",100,true
"RS-UNARM","balanced","Shotgun",133,4,"185ksk","18.5KS-K","Shotgun",4,32,600,939,"2.599",100,true
"RS-UNARM","balanced","Shotgun",150,4,"185ksk","18.5KS-K","Shotgun",4,32,600,995,"2.599",100,true
"RS-UNARM","balanced","Shotgun",200,4,"185ksk","18.5KS-K","Shotgun",4,32,600,1179,"2.599",100,true
"RS-UNARM","balanced","Shotgun",250,4,"185ksk","18.5KS-K","Shotgun",4,32,600,1399,"2.599",100,true
"RS-UNARM","balanced","Shotgun",300,4,"185ksk","18.5KS-K","Shotgun",4,32,600,1662,"2.599",100,true
"RS-UNARM","fastest","__all__",1,48,"scw10","SCW-10","SMG",3,35.22,150,152,"2.828",100,true
"RS-UNARM","fastest","__all__",5,48,"scw10","SCW-10","SMG",3,35.22,150,160,"2.924",100,true
"RS-UNARM","fastest","__all__",9,48,"scw10","SCW-10","SMG",3,35.22,150,168,"3.020",100,true
"RS-UNARM","fastest","__all__",10,48,"tr7","TR-7","Assault Rifle",3,35.22,167,180,"4.472",85,true
"RS-UNARM","fastest","__all__",15,48,"tr7","TR-7","Assault Rifle",3,35.22,167,187,"4.640",85,true
"RS-UNARM","fastest","__all__",20,48,"tr7","TR-7","Assault Rifle",3,35.22,167,194,"4.808",90,true
"RS-UNARM","fastest","__all__",21,48,"tr7","TR-7","Assault Rifle",3,35.22,167,196,"4.841",90,true
"RS-UNARM","fastest","__all__",25,48,"tr7","TR-7","Assault Rifle",4,26.05,250,285,"4.975",90,true
"RS-UNARM","fastest","__all__",30,48,"tr7","TR-7","Assault Rifle",4,26.05,250,292,"5.143",90,true
"RS-UNARM","fastest","__all__",31,48,"tr7","TR-7","Assault Rifle",4,26.05,250,293,"5.177",90,true
"RS-UNARM","fastest","__all__",35,48,"tr7","TR-7","Assault Rifle",4,26.05,250,299,"5.311",90,true
"RS-UNARM","fastest","__all__",36,48,"tr7","TR-7","Assault Rifle",4,26.05,250,301,"5.344",100,true
"RS-UNARM","fastest","__all__",37,48,"tr7","TR-7","Assault Rifle",4,26.05,250,302,"5.378",100,true
"RS-UNARM","fastest","__all__",40,48,"tr7","TR-7","Assault Rifle",4,26.05,250,307,"5.478",100,true
"RS-UNARM","fastest","__all__",50,48,"tr7","TR-7","Assault Rifle",4,26.05,250,322,"5.814",100,true
"RS-UNARM","fastest","__all__",54,48,"sv98","SV-98","Sniper Rifle",1,100,0,67,"1.933",90,true
"RS-UNARM","fastest","__all__",60,48,"sv98","SV-98","Sniper Rifle",1,100,0,75,"1.970",90,true
"RS-UNARM","fastest","__all__",75,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,85,"2.442",95,true
"RS-UNARM","fastest","__all__",76,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,86,"2.449",100,true
"RS-UNARM","fastest","__all__",83,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,95,"2.500",100,true
"RS-UNARM","fastest","__all__",90,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,104,"2.550",100,true
"RS-UNARM","fastest","__all__",100,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,117,"2.622",100,true
"RS-UNARM","fastest","__all__",120,48,"psr","PSR","Sniper Rifle",1,100,0,160,"3.398",95,true
"RS-UNARM","fastest","__all__",133,48,"l115","L115A3","Sniper Rifle",1,100,0,184,"3.199",95,true
"RS-UNARM","fastest","__all__",150,48,"m250","M250","LMG",4,26.05,267,485,"2.833",95,true
"RS-UNARM","fastest","__all__",200,48,"m250","M250","LMG",4,26.05,267,587,"2.833",95,true
"RS-UNARM","fastest","__all__",250,48,"m250","M250","LMG",4,26.05,267,709,"2.833",95,true
"RS-UNARM","fastest","__all__",300,48,"lmr27","LMR27","DMR",4,26.2,400,811,"1.709",100,true
"RS-UNARM","fastest","Assault Rifle",1,11,"tr7","TR-7","Assault Rifle",3,35.22,167,168,"4.170",85,true
"RS-UNARM","fastest","Assault Rifle",5,11,"tr7","TR-7","Assault Rifle",3,35.22,167,174,"4.304",85,true
"RS-UNARM","fastest","Assault Rifle",9,11,"tr7","TR-7","Assault Rifle",3,35.22,167,179,"4.439",85,true
"RS-UNARM","fastest","Assault Rifle",10,11,"tr7","TR-7","Assault Rifle",3,35.22,167,180,"4.472",85,true
"RS-UNARM","fastest","Assault Rifle",15,11,"tr7","TR-7","Assault Rifle",3,35.22,167,187,"4.640",85,true
"RS-UNARM","fastest","Assault Rifle",20,11,"tr7","TR-7","Assault Rifle",3,35.22,167,194,"4.808",90,true
"RS-UNARM","fastest","Assault Rifle",21,11,"tr7","TR-7","Assault Rifle",3,35.22,167,196,"4.841",90,true
"RS-UNARM","fastest","Assault Rifle",25,11,"tr7","TR-7","Assault Rifle",4,26.05,250,285,"4.975",90,true
"RS-UNARM","fastest","Assault Rifle",30,11,"tr7","TR-7","Assault Rifle",4,26.05,250,292,"5.143",90,true
"RS-UNARM","fastest","Assault Rifle",31,11,"tr7","TR-7","Assault Rifle",4,26.05,250,293,"5.177",90,true
"RS-UNARM","fastest","Assault Rifle",35,11,"tr7","TR-7","Assault Rifle",4,26.05,250,299,"5.311",90,true
"RS-UNARM","fastest","Assault Rifle",36,11,"tr7","TR-7","Assault Rifle",4,26.05,250,301,"5.344",100,true
"RS-UNARM","fastest","Assault Rifle",37,11,"tr7","TR-7","Assault Rifle",4,26.05,250,302,"5.378",100,true
"RS-UNARM","fastest","Assault Rifle",40,11,"tr7","TR-7","Assault Rifle",4,26.05,250,307,"5.478",100,true
"RS-UNARM","fastest","Assault Rifle",50,11,"tr7","TR-7","Assault Rifle",4,26.05,250,322,"5.814",100,true
"RS-UNARM","fastest","Assault Rifle",54,11,"tr7","TR-7","Assault Rifle",4,26.05,250,329,"5.948",100,true
"RS-UNARM","fastest","Assault Rifle",60,11,"tr7","TR-7","Assault Rifle",4,26.05,250,338,"6.149",100,true
"RS-UNARM","fastest","Assault Rifle",75,11,"tr7","TR-7","Assault Rifle",4,26.05,250,364,"6.652",100,true
"RS-UNARM","fastest","Assault Rifle",76,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,439,"5.481",100,true
"RS-UNARM","fastest","Assault Rifle",83,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,450,"5.677",100,true
"RS-UNARM","fastest","Assault Rifle",90,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,461,"5.872",100,true
"RS-UNARM","fastest","Assault Rifle",100,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,478,"6.152",100,true
"RS-UNARM","fastest","Assault Rifle",120,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,514,"6.711",100,true
"RS-UNARM","fastest","Assault Rifle",133,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,538,"6.711",100,true
"RS-UNARM","fastest","Assault Rifle",150,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,572,"6.711",100,true
"RS-UNARM","fastest","Assault Rifle",200,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,684,"6.711",100,true
"RS-UNARM","fastest","Assault Rifle",250,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,817,"6.711",100,true
"RS-UNARM","fastest","Assault Rifle",300,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,976,"6.711",100,true
"RS-UNARM","fastest","Carbine",1,9,"sg553r","SG 553R","Carbine",3,35.22,167,169,"2.723",85,true
"RS-UNARM","fastest","Carbine",5,9,"sg553r","SG 553R","Carbine",3,35.22,167,175,"2.812",85,true
"RS-UNARM","fastest","Carbine",9,9,"sg553r","SG 553R","Carbine",3,35.22,167,182,"2.900",85,true
"RS-UNARM","fastest","Carbine",10,9,"m277","M277","Carbine",4,26.05,250,264,"2.143",95,true
"RS-UNARM","fastest","Carbine",15,9,"m277","M277","Carbine",4,26.05,250,271,"2.212",95,true
"RS-UNARM","fastest","Carbine",20,9,"m277","M277","Carbine",4,26.05,250,278,"2.281",100,true
"RS-UNARM","fastest","Carbine",21,9,"m277","M277","Carbine",4,26.05,250,279,"2.295",100,true
"RS-UNARM","fastest","Carbine",25,9,"m277","M277","Carbine",4,26.05,250,285,"2.350",100,true
"RS-UNARM","fastest","Carbine",30,9,"m277","M277","Carbine",4,26.05,250,293,"2.420",100,true
"RS-UNARM","fastest","Carbine",31,9,"m277","M277","Carbine",4,26.05,250,294,"2.434",100,true
"RS-UNARM","fastest","Carbine",35,9,"m277","M277","Carbine",4,26.05,250,300,"2.489",100,true
"RS-UNARM","fastest","Carbine",36,9,"m277","M277","Carbine",4,26.05,250,302,"2.503",100,true
"RS-UNARM","fastest","Carbine",37,9,"m277","M277","Carbine",4,26.05,250,303,"2.517",100,true
"RS-UNARM","fastest","Carbine",40,9,"m277","M277","Carbine",4,26.05,250,308,"2.558",100,true
"RS-UNARM","fastest","Carbine",50,9,"m277","M277","Carbine",4,26.05,250,324,"2.696",100,true
"RS-UNARM","fastest","Carbine",54,9,"m277","M277","Carbine",4,26.05,250,330,"2.752",100,true
"RS-UNARM","fastest","Carbine",60,9,"m277","M277","Carbine",4,26.05,250,340,"2.835",100,true
"RS-UNARM","fastest","Carbine",75,9,"m277","M277","Carbine",4,26.05,250,366,"3.042",100,true
"RS-UNARM","fastest","Carbine",76,9,"m277","M277","Carbine",5,20.67,333,451,"3.056",100,true
"RS-UNARM","fastest","Carbine",83,9,"m277","M277","Carbine",5,20.67,333,463,"3.153",100,true
"RS-UNARM","fastest","Carbine",90,9,"m277","M277","Carbine",5,20.67,333,476,"3.250",100,true
"RS-UNARM","fastest","Carbine",100,9,"m277","M277","Carbine",5,20.67,333,495,"3.388",100,true
"RS-UNARM","fastest","Carbine",120,9,"m277","M277","Carbine",5,20.67,333,535,"3.665",100,true
"RS-UNARM","fastest","Carbine",133,9,"m277","M277","Carbine",5,20.67,333,562,"3.665",100,true
"RS-UNARM","fastest","Carbine",150,9,"m277","M277","Carbine",5,20.67,333,600,"3.665",100,true
